id,title,author
Q7718746,The Blue Cup,Arkady Gaidar
Q77187507,Un grido lacerante,Anna Banti
Q7718751,The Blue Djinn of Babylon,Philip Kerr
Q7718756,The Blue Equinox,Aleister Crowley
Q7718763,The Blue Gate of Babylon,Paul Pickering
Q7718790,The Blue Man,Kin Platt
Q7718844,The Blue Star,Fletcher Pratt
Q7718849,The Blue Sword,Robin McKinley
Q7718854,The Blue Umbrella,Ruskin Bond
Q7718889,The Blues Brothers,Mitch Glazer
Q7718911,The Blunderer,Patricia Highsmith
Q7718917,The Boar,Joe R. Lansdale
Q7718924,"The Boarding School; or, Lessons of a Preceptress to Her Pupils",Hannah Webster Foster
Q7718949,The Bob Dylan Encyclopedia,Michael Gray
Q7718980,The Body Artist,Don DeLillo
Q7718983,The Body Electric,Robert O. Becker
Q7718988,The Body Lovers,Mickey Spillane
Q7719005,The Body of Christopher Creed,Carol Plum-Ucci
Q7719007,The Body of Jonah Boyd,David Leavitt
Q7719013,The Bodysnatchers,Mark Morris
Q7719018,The Bog People,Peter Vilhelm Glob
Q7719020,The Boggart,Susan Cooper
Q7719056,The Bolshevik Myth,Alexander Berkman
Q7719066,The Bomb,Theodore Taylor
Q7719102,The Bondwoman's Narrative,Hannah Crafts
Q7719103,The Bone Bed,Patricia Cornwell
Q7719106,The Bone Doll's Twin,Lynn Flewelling
Q7719109,The Bone Forest,Robert Holdstock
Q7719119,The Bones of Avalon,Phil Rickman
Q7719141,The Boo,Pat Conroy
Q7719157,The Book Club Bible,Lionel Shriver
Q7719182,The Book from Baden Dark,James Moloney
Q7719184,The Book of Ahania,William Blake
Q7719187,The Book of Air and Shadows,Michael Gruber
Q7719188,The Book of All Flesh,James Lowder
Q7719190,The Book of Alley,Ahmad Shamloo
Q7719191,The Book of Animal Ignorance,John Lloyd
Q7719191,The Book of Animal Ignorance,John Mitchinson
Q7719195,The Book of Azariah,Maria Valtorta
Q7719200,The Book of Bond,Kingsley Amis
Q7719212,The Book of Dave,Will Self
Q7719215,The Book of Dead Days,Marcus Sedgwick
Q7719218,The Book of Earth,Marjorie B. Kellogg
Q7719219,The Book of Ebenezer Le Page,Gerald Basil Edwards
Q7719220,The Book of Everything,Guus Kuijer
Q7719222,The Book of Faith,Ibn Taymiyyah
Q7719222,The Book of Faith,Ibne Taymiyag
Q7719226,The Book of Folly,Anne Sexton
Q7719228,The Book of Frank Herbert,Frank Herbert
Q7719230,The Book of Fritz Leiber,Fritz Leiber Junior
Q7719234,The Book of General Ignorance,John Lloyd
Q7719234,The Book of General Ignorance,John Mitchinson
Q7719237,The Book of Hours,Rainer Maria Rilke
Q7719239,The Image Book,Rainer Maria Rilke
Q7719245,The Book of Kane,Karl Edward Wagner
Q7719249,The Book of Khalid,Ameen Rihani
Q7719252,The Book of Lairs,Jim Ward
Q7719252,The Book of Lairs,Michael Breault
Q7719256,The Book of Lies,Aleister Crowley
Q7719258,The Book of Lies,James Moloney
Q7719263,The Book of Lights,Chaim Potok
Q7719264,The Book of Lists,Irving Wallace
Q7719264,The Book of Lists,David Wallechinsky
Q7719264,The Book of Lists,Amy Wallace
Q7719266,The Book of Los,William Blake
Q7719275,The Book of Merlyn,T. H. White
Q7719276,The Book of Mirdad,Mikhail Naimy
Q7719284,The Book of Not,Tsitsi Dangarembga
Q7719285,The Book of Opposites,John David Morley
Q7719288,The Book of Philip K. Dick,Philip K. Dick
Q7719289,The Book of Pleasure,Austin Osman Spare
Q7719293,The Book of Predictions,David Wallechinsky
Q7719294,The Book of Prefaces,Alasdair Gray
Q7719296,The Book of Renfield,Tim Lucas
Q7719297,The Book of Revelation,Rupert Thomson
Q7719302,The Book of Salt,Monique Truong
Q7719303,The Book of Secrets,Moyez Gulamhussein Vassanji
Q7719306,The Book of Sorrows,"Walter Wangerin, Jr."
Q7719307,The Book of Squares,Fibonacci
Q7719311,The Book of Tea,Okakura Kakuzō
Q7719318,The Book of Ultimate Truths,Robert Rankin
Q7719319,The Book of Urizen,William Blake
Q7719322,The Book of Wonder,"Edward Plunkett, 18th Baron of Dunsany"
Q7719322,The Book of Wonder,Lord Dunsany
Q7719328,The Book of the Damned,Charles Fort
Q7719331,The Book of the Dun Cow,"Walter Wangerin, Jr."
Q7719332,The Book of the Governor,Thomas Elyot
Q7719334,The Book of the Knight of the Tower,Geoffroy IV de la Tour Landry
Q7719335,The Book of the Long Sun,Gene Wolfe
Q7719337,The Book of the Short Sun,Gene Wolfe
Q7719340,The Book of the War,Lawrence Miles
Q7719342,The Book on Adler,Søren Kierkegaard
Q7719393,The Border Legion,Zane Grey
Q7719410,The Borders Just Beyond,Joseph Payne Brennan
Q7719418,The Born Queen,Gregory Keyes
Q7719430,The Borrowers Afield,Mary Norton
Q7719431,The Borrowers Afloat,Mary Norton
Q7719432,The Borrowers Aloft,Mary Norton
Q7719466,The Botanic Garden,Erasmus Darwin
Q7719516,The Bounds of Sense,P. F. Strawson
Q7719527,The Bourne Dominion,Robert Ludlum
Q7719527,The Bourne Dominion,Eric Van Lustbader
Q7719530,The Bourne Imperative,Eric Van Lustbader
Q7719552,The Bowl of Baal,Robert Ames Bennet
Q7719558,The Bowstring Murders,John Dickson Carr
Q7719566,The Box,Günter Grass
Q7719585,The Box of Delights,John Masefield
Q7719594,The Boxer and the Spy,Robert B. Parker
Q7719605,The Boy Detective Fails,Joe Meno
Q7719631,The Boy Who Cried Fabulous,Lesléa Newman
Q7719644,The Boy Who Kicked Pigs,Tom Baker
Q7719647,The Boy Who Lost His Face,Louis Sachar
Q7719654,The Boy Who Reversed Himself,William Sleator
Q7719658,The Boy Who Taught the Beekeeper to Read,Susan Hill
Q7719661,The Boy Who Was,Grace Hallock
Q7719685,The Boy in the Bush,D. H. Lawrence
Q7719686,The Boy in the Dress,David Walliams
Q7719688,The Boy in the Oak,Jessica Albarn
Q7719691,The Boy who Talked to Trees,Yashwant Vithoba Chittal
Q7719757,The Boys from St. Petri,Bjarne Reuter
Q7719777,The Boys on the Bus,Timothy Crouse
Q7719778,The Boys on the Rock,John Fox
Q7719873,The Brave Adventures of Lapitch,Ivana Brlić-Mažuranić
Q7719878,The Brave Bulls,Thomas C. Lea III
Q7719879,The Brave Cowboy,Edward Abbey
Q7719906,The Breadwinners,John Hay
Q7719922,The Breaking Point,Daphne du Maurier
Q7719924,The Breaks of the Game,David Halberstam
Q7719931,The Breast of National Lampoon,Tony Hendra
Q7719931,The Breast of National Lampoon,Michael O'Donoghue
Q7719931,The Breast of National Lampoon,Douglas C. Kenney
Q7719931,The Breast of National Lampoon,Chris Miller
Q7719931,The Breast of National Lampoon,Sean Kelly
Q7719973,The Brethren,Bob Woodward
Q7719973,The Brethren,Scott Armstrong
Q77199923,Records d'excursió,Francesc Maspons i Anglasell
Q7719997,The Briar King,Gregory Keyes
Q7720011,The Bridal Canopy,Shmuel Yosef Agnon
Q7720015,The Bridal Path,Nigel Tranter
Q7720021,The Bride Price,Buchi Emecheta
Q7720026,The Bride Stripped Bare,Nikki Gemmell
Q7720031,The Bride of Abydos,Lord Byron
Q7720033,The Bride of Newgate,John Dickson Carr
Q7720040,The Bridegroom,Ha Jin
Q7720053,The Bridge: The Building of the Verrazano-Narrows Bridge,Gay Talese
Q7720054,The Bridge: The Life and Rise of Barack Obama,David Remnick
Q7720066,The Bridge,Hart Crane
Q7720080,The Bridge at Andau,James A. Michener
Q7720084,The Bridge of Light,Alpheus Hyatt Verrill
Q7720091,The Bridge to Never Land,Dave Barry
Q7720091,The Bridge to Never Land,Ridley Pearson
Q7720099,The Bridges at Toko-Ri,James A. Michener
Q7720106,The Brief History of the Dead,Kevin Brockmeier
Q7720126,The Brighter Buccaneer,Leslie Charteris
Q7720133,The Brightonomicon,Robert Rankin
Q7720176,The British Edda,Laurence Waddell
Q7720214,The Broad-Stone of Honour,Kenelm Henry Digby
Q7720216,The Broad Highway,Jeffery Farnol
Q7720239,The Broken Anchor,Carolyn Keene
Q7720242,The Broken Bridge,Philip Pullman
Q7720246,The Broken Compass: How British Politics Lost its Way,Peter Hitchens
Q7720266,The Broken Place,Michael Shaara
Q7720273,The Broken Shore,Peter Temple
Q7720276,The Broken Sword,Poul Anderson
Q7720278,The Broken Vase,Rex Stout
Q7720281,The Broken Wheel,Kerry Greenwood
Q7720303,The Bronx Kill,Peter Milligan
Q7720306,The Bronx Zoo,Peter Golenbock
Q7720306,The Bronx Zoo,Sparky Lyle
Q7720311,The Bronze Eagle,Emma Orczy
Q7720313,The Bronze God of Rhodes,Lyon Sprague de Camp
Q7720314,The Bronze Horseman,Paullina Simons
Q7720367,The Brothers,C. J. Cherryh
Q7720370,The Brothers Ashkenazi,Israel Joshua Singer
Q7720381,The Brothers K,David James Duncan
Q7720431,The Brush-Off,Shane Maloney
Q7720459,The Buccaneers,Edith Wharton
Q7720487,The Bud Brothers Series,Rose Tan
Q7720491,The Buddha and His Dhamma,B. R. Ambedkar
Q77205152,Grave Secret,Charlaine Harris
Q77205154,Grave Surprise,Charlaine Harris
Q7720518,The Bugalugs Bum Thief,Tim Winton
Q7720529,The Buik of Alexander,Gilbert Hay
Q7720539,The Bulgari Connection,Fay Weldon
Q7720586,The Bullfighter Checks Her Makeup,Susan Orlean
Q7720593,The Bully: A Discussion and Activity Story,Rita Y. Toews
Q7720601,The Bumblebee Flies Anyway,Robert Cormier
Q7720606,The Bunce,Michael de Larrabeiti
Q7720609,The Bunker,James P. O'Donnell
Q7720621,The Burden of Proof,Scott Turow
Q7720642,The Burial at Thebes,Seamus Heaney
Q7720648,The Buried Pyramid,Jane Lindskold
Q7720658,The Burning,Justin Richards
Q7720666,The Burning City,Larry Niven
Q7720666,The Burning City,Jerry Pournelle
Q7720674,The Burning Mountain,Alfred Coppel
Q7720687,The Burning Tigris,Peter Balakian
Q7720699,The Burnt Ones,Patrick White
Q7720718,The Bush Garden: Essays on the Canadian Imagination,Northrop Frye
Q7720727,The Bushbabies,William Stevenson
Q7720737,The Business,Iain Banks
Q7720751,The Business of Cricket,Shyam Balasubramanian
Q7720752,The Business of Dying,Simon Kernick
Q7720756,The Businessman: A Tale of Terror,Thomas M. Disch
Q7720765,The Butcher's Boy,Thomas Perry
Q7720788,The Butt,Will Self
Q7720810,The Butterfly Kid,Chester Anderson
Q77208484,Dioptra,Hero of Alexandria
Q7720865,The CIA and September 11,Andreas von Bülow
Q7720866,The CIA and the Cult of Intelligence,Victor Marchetti
Q7720866,The CIA and the Cult of Intelligence,John D. Marks
Q7720885,The Cabin Faced West,Jean Fritz
Q7720888,"The Cabin and Parlor; or, Slaves and Masters",Charles Jacobs Peterson
Q7720897,The Cabinet of Light,Daniel O'Mahony
Q7720901,The Caboose Who Got Loose,Bill Peet
Q7720929,The Cage,Tom Abraham
Q7720930,The Cage,Ruth Minsky Sender
Q7720939,The Caged Virgin,Ayaan Hirsi Ali
Q7720943,The Cairngorms,Adam Watson
Q7720954,The Calcutta Quran Petition,Sita Ram Goel
Q7720957,The Calder Game,Blue Balliett
Q7720965,The Calendar,Edgar Wallace
Q7720994,The Caliph's House,Tahir Shah
Q7720995,The Call-Girls,Arthur Koestler
Q7721002,The Call Girl,Harold Greenwald
Q7721004,The Call of Cthulhu and Other Weird Stories,H. P. Lovecraft
Q7721029,The Caller,Karin Fossum
Q7721031,The Caller of the Black,Brian Lumley
Q7721032,The Calligrapher,Edward Docx
Q7721051,The Cambridge Companion to Marx,Terrell Carver
Q7721054,The Cambridge Edition of the Letters of Ernest Hemingway,Ernest Hemingway
Q7721059,The Cambridge History of Ancient China,Edward L. Shaughnessy
Q7721059,The Cambridge History of Ancient China,Michael Loewe
Q7721062,The Cambridge History of Japan,Delmer Brown
Q7721062,The Cambridge History of Japan,John Whitney Hall
Q7721062,The Cambridge History of Japan,Marius Jansen
Q7721063,The Cambridge Modern History,Emil Reich
Q7721063,The Cambridge Modern History,Arthur John Butler
Q7721063,The Cambridge Modern History,Arthur Augustus Tilley
Q7721063,The Cambridge Modern History,Charles Harding Firth
Q7721095,The Camomile Lawn,Mary Wesley
Q7721121,The Campus Murders,Ellery Queen
Q7721158,The Canary Caper,Ron Roy
Q7721161,The Canary Trainer,Nicholas Meyer
Q7721167,The Cancer Journals,Audre Lorde
Q7721178,The Candle in the Wind,T. H. White
Q7721180,The Candlemass Road,George MacDonald Fraser
Q7721185,The Candy Butcher's Farewell,Lester Goran
Q7721197,The Cannibal,Nelson DeMille
Q7721198,The Cannibal,John Hawkes
Q7721212,The Canon of Judo,Kyuzo Mifune
Q7721219,The Canterbury Puzzles,Henry Dudeney
Q7721225,The Canticle of Whispers,David Whitley
Q7721233,The Cape Cod Mystery,Phoebe Atwood Taylor
Q7721245,The Capital of the World,Ernest Hemingway
Q7721278,The Captain,Jan de Hartog
Q7721291,The Captain from Connecticut,C. S. Forester
Q7721293,The Captain of Köpenick,Carl Zuckmayer
Q7721296,The Captal's Tower,Melanie Rawn
Q7721301,The Captive Temple,Jude Watson
Q7721305,The Capture,K. A. Applegate
Q7721305,The Capture,Katherine Applegate
Q7721328,The Carbon Diaries: 2015,Saci Lloyd
Q7721331,The Carbon War: Global Warming and the End of the Oil Era,Jeremy Leggett
Q7721345,The Cardinal Sins,Andrew Greeley
Q7721349,The Cardturner,Louis Sachar
Q7721354,The Care of Time,Eric Ambler
Q7721411,The Carnivorous Plants,Francis Ernest Lloyd
Q7721412,The Carnivorous Plants,D. M. 1946- Joel
Q7721412,The Carnivorous Plants,B. E. Juniper
Q7721412,The Carnivorous Plants,Richard J. Robins
Q7721420,The Carpathians,Janet Frame
Q7721426,The Carpentered Hen and Other Tame Creatures,John Updike
Q7721444,The Carrot Seed,Ruth Krauss
Q7721458,The Cartier Project,Miha Mazzini
Q7721462,The Cartoon History of the Universe,Larry Gonick
Q7721467,The Cartoons that Shook the World,Jytte Klausen
Q7721468,The Carved Lions,Mary Louisa Molesworth
Q7721479,The Case Against Barack Obama,David Freddoso
Q7721483,The Case Against Tomorrow,Frederik Pohl
Q7721484,The Case Against the Fed,Murray N. Rothbard
Q7721484,The Case Against the Fed,Murray Rothbard
Q7721488,The Case for God,Karen Armstrong
Q7721490,The Case for Israel,Alan Dershowitz
Q7721491,The Case for Kosova: Passage to Independence,Anna Di Lellio
Q7721492,The Case for Latvia,Jukka Rislakki
Q7721493,The Case for Mars,Robert Zubrin
Q7721494,The Case for Peace,Alan Dershowitz
Q7721500,The Case of Jennie Brice,Mary Roberts Rinehart
Q7721503,The Case of Miss Elliott,Emma Orczy
Q7721504,The Case of Thomas N.,John David Morley
Q7721505,The Case of Unfaithful Klara,Michal Viewegh
Q7721510,The Case of the Cursed Clock,James Lee
Q7721512,The Case of the Deadly Ha-Ha Game,John R. Erickson
Q7721514,The Case of the Dirty Bird,Gary Paulsen
Q7721519,The Case of the Gilded Fly,Edmund Crispin
Q7721520,The Case of the Kidnapped Collie,John R. Erickson
Q7721521,The Case of the Late Pig,Margery Allingham
Q7721527,The Case of the Night-Stalking Bone Monster,John R. Erickson
Q7721528,The Case of the One-Eyed Killer Stud Horse,John R. Erickson
Q7721530,The Case of the Raging Rottweiler,John R. Erickson
Q7721531,The Case of the Rising Stars,Carolyn Keene
Q7721532,The Case of the Saddle House Robbery,John R. Erickson
Q7721536,The Case of the Stick,Joaquim Maria Machado de Assis
Q7721579,The Castle Guide,Nigel Findley
Q7721579,The Castle Guide,Timothy Brown
Q7721586,The Castle of Adventure,Enid Blyton
Q7721591,The Castle of Iron,Fletcher Pratt
Q7721591,The Castle of Iron,Lyon Sprague de Camp
Q7721592,The Castle of Llyr,Lloyd Alexander
Q7721595,The Castle of the Otter,Gene Wolfe
Q7721600,The Castles of Athlin and Dunbayne,Ann Radcliffe
Q7721622,The Cat Ate My Gymsuit,Paula Danziger
Q7721640,The Cat Who'll Live Forever,Peter Gethers
Q7721643,The Cat Who Came for Christmas,Cleveland Amory
Q7721664,The Cat Who Went to Paris,Peter Gethers
Q7721665,The Cat Who Wished to Be a Man,Lloyd Alexander
Q7721674,The Cat and the King,Louis Auchincloss
Q7721680,The Cat of Bubastes,G. A. Henty
Q77216852,"Inventory of British Coin Hoards, A.D. 600–1500",J. D. A. Thompson
Q7721712,The Cathedral,Joris-Karl Huysmans
Q7721729,The Catholic Catechism,John Hardon
Q7721731,The Catholic Church and the Holocaust,Michael Phayer
Q7721747,The Cats of Copenhagen,James Joyce
Q7721756,The Causes of Evolution,J.B.S. Haldane
Q7721784,The Cave Girl,Edgar Rice Burroughs
Q7721794,The Caves of Drach,Hugh Walters
Q7721796,The Cay,Theodore Taylor
Q7721818,The Celebration,Ivan Ângelo
Q7721825,The Celestial Bed,Irving Wallace
Q7721831,The Celestial Omnibus,E. M. Forster
Q7721836,The Celestial Triad,Traci Harding
Q7721846,The Cellar,Richard Laymon
Q77218890,The Best of Technology Writing,Daniel H. Pink
Q7721906,The Center of Winter,Marya Hornbacher
Q7721944,The Centurions,Amanda Cockrell
Q7721948,The Centurions,Jean Lartéguy
Q7721949,The Century's Daughter,Pat Barker
Q7721965,The Century for Young People,Peter Jennings
Q7721965,The Century for Young People,Todd Brewster
Q7721973,The Certificate,Isaac Bashevis Singer
Q7721976,The Cestus Deception,Steven Barnes
Q7722034,The Chameleon's Shadow,Minette Walters
Q7722047,The Champion Maker,Kevin Joseph
Q7722073,The Chaneysville Incident,David Bradley
Q7722075,The Change,K. A. Applegate
Q7722075,The Change,Katherine Applegate
Q7722080,The Change we Choose,Gordon Brown
Q7722085,The Changeling,Zilpha Keatley Snyder
Q7722089,The Changelings,Jo Sinclair
Q7722090,The Changeover,Margaret Mahy
Q7722095,The Changing Dream,John V. Tunney
Q7722097,The Changing Land,Roger Zelazny
Q7722099,The Changing Light at Sandover,James Merrill
Q7722104,The Changing of the Guard,Jude Watson
Q7722115,The Channings,Ellen Wood
Q7722163,The Charioteer,Mary Renault
Q7722208,The Charming Quirks of Others,Alexander McCall Smith
Q7722223,The Charwoman's Shadow,"Edward Plunkett, 18th Baron of Dunsany"
Q7722223,The Charwoman's Shadow,Lord Dunsany
Q7722234,The Chase,Clive Cussler
Q7722245,The Chaser Annual,The Chaser
Q7722270,The Cheating Culture,David Callahan
Q7722275,The Checklist of Fantastic Literature,E. F. Bleiler
Q7722282,The Cheerleader,Ruth Doan MacDougall
Q7722317,The Chelsea Murders,Lionel Davidson
Q7722334,The Chequer Board,Nevil Shute
Q7722367,The Chestnut King,N. D. Wilson
Q7722385,The Cheyenne Indians: Their History and Lifeways,George Bird Grinnell
Q7722405,The Chick is in the Mail,Martin H. Greenberg
Q7722405,The Chick is in the Mail,Esther Friesner
Q77224167,"Woman, Why Do You Weep?",Asma El Dareer
Q7722423,The Chief Designer,Andy Duncan
Q7722425,The Chief Scouts' Advance Party Report,The Scout Association
Q7722435,The Child Buyer,John Hersey
Q7722439,The Child Garden,Geoff Ryman
Q7722441,The Child Thief,Gerald Brom
Q7722445,The Childhood of Jesus,J. M. Coetzee
Q7722457,The Children's Encyclopædia,Arthur Mee
Q7722462,The Children's Hospital,Chris Adrian
Q7722487,The Children's Story,James Clavell
Q7722505,The Children of the Abbey,Regina Maria Roche
Q7722506,The Children of the Company,Kage Baker
Q7722507,The Children of the Lost,David Whitley
Q7722508,The Children of the New Forest,Frederick Marryat
Q7722516,The Chilling Stars,Henrik Svensmark
Q7722516,The Chilling Stars,Nigel Calder
Q7722527,The Chimera's Curse,Julia Golding
Q7722541,The Chimps of Fauna Sanctuary,Andrew Westoll
Q7722543,The China Doll,Valerie Moolman
Q7722544,The China Governess,Margery Allingham
Q7722549,The Chinaman Pacific and Frisco R.R. Co.,Frank Chin
Q7722550,The Chinese Agent,Michael Moorcock
Q7722565,The Chinese Language: Fact and Fantasy,John DeFrancis
Q7722576,The Chinese State in Ming Society,Timothy Brook
Q7722586,The Chip-Chip Gatherers,Shiva Naipaul
Q7722610,The Chocolate Touch,Patrick Skene Catling
Q7722617,He Wouldn't Kill Patience,John Dickson Carr
Q7722622,The Choice,Eliyahu M. Goldratt
Q7722641,The Choirboys,Joseph Wambaugh
Q7722665,The Chosen,Ricardo Pinto
Q7722719,The Christian Harmony,William Walker
Q7722743,The Christmas Box,Richard Paul Evans
Q7722773,The Christmas Tree,Jennifer Johnston
Q7722781,The Christopher Killer,Alane Ferguson
Q7722807,The Chronicles of Amber,Roger Zelazny
Q7722817,The Chronicles of Lucius Leffing,Joseph Payne Brennan
Q7722827,The Chronicles of Solar Pons,August Derleth
Q7722834,The Chronology of Ancient Kingdoms,Isaac Newton
Q7722864,The Church and the Homosexual,John J. McNeill
Q7723020,The Church of Satan,Blanche Barton
Q7723021,The Church of Scientology: A History of a New Religion,Hugh Urban
Q7723022,The Church of Scientology,J. Gordon Melton
Q7723046,The Cinder Path,Catherine Cookson
Q7723056,The Cinnamon Peeler,Michael Ondaatje
Q7723069,The Circle,Sara Bergmark Elfgren
Q7723069,The Circle,Mats Strandberg
Q7723073,The Circle Game,Margaret Atwood
Q7723080,The Circuit: Stories from the Life of a Migrant Child,Francisco Jiménez
Q7723098,The Circus Surprise,Ralph Fletcher
Q7723100,The Circus of Dr. Lao,Charles G. Finney
Q7723203,The City in History,Lewis Mumford
Q7723207,The City of Beautiful Nonsense,E. Temple Thurston
Q7723207,The City of Beautiful Nonsense,Ernest Charles Temple Thurston
Q7723209,The City of Fading Light,Jon Cleary
Q7723210,The City of Falling Angels,John Berendt
Q7723217,The City of Love,Rimi B. Chatterjee
Q7723221,The City of Pleasure,Ezzat el Kamhawi
Q7723222,The City of Ravens,Richard Baker
Q7723227,The City of Trembling Leaves,Walter Van Tilburg Clark
Q7723230,The City of the Dead,Lloyd Rose
Q7723236,The Civic Culture,Sidney Verba
Q7723236,The Civic Culture,Gabriel Almond
Q7723239,The Civil War: A Narrative,Shelby Foote
Q7723246,The Claidi Journals,Tanith Lee
Q7723303,The Classic of the Plough,Lu Guimeng
Q7723308,The Classical Groups,Hermann Weyl
Q7723310,The Classical Language of Architecture,John Summerson
Q7723316,The Claverings,Anthony Trollope
Q7723337,The Clean Tech Revolution,Clint Wilder
Q7723337,The Clean Tech Revolution,Ron Pernick
Q7723341,The Cleanest Race,Brian Reynolds Myers
Q7723344,The Cleansing,John D. Harvey
Q7723359,The Cleopatra Curse,Katherine Roberts
Q7723373,The Clicking of Cuthbert,P. G. Wodehouse
Q7723394,The Climate of Courage,Jon Cleary
Q7723439,The Clock Strikes Twelve,H. Russell Wakefield
Q7723441,The Clock Without a Face,Mac Barnett
Q7723443,The Clocks of Iraz,Lyon Sprague de Camp
Q7723449,The Clockwork Three,Matthew J. Kirby
Q7723450,The Clockwork Woman,Claire Bott
Q7723455,The Cloister and the Hearth,Charles Reade
Q7723463,The Cloning of Joanna May,Fay Weldon
Q7723475,The Closet of the Eminently Learned Sir Kenelme Digbie Kt. Opened,Kenelm Digby
Q7723478,The Closing of the Western Mind,Charles Freeman
Q77235082,Global Register of Migratory Species - from Global to Regional Scales,Klaus Riede
Q7723539,The Clue in the Crumbling Wall,Carolyn Keene
Q7723541,The Clue in the Embers,Franklin W. Dixon
Q7723542,The Clue in the Jewel Box,Carolyn Keene
Q7723543,The Clue in the Old Album,Carolyn Keene
Q7723544,The Clue in the Old Stagecoach,Carolyn Keene
Q7723545,The Clue of the Black Keys,Carolyn Keene
Q7723546,The Clue of the Broken Blade,Franklin W. Dixon
Q7723548,The Clue of the Dancing Puppet,Carolyn Keene
Q7723550,The Clue of the Leaning Chimney,Carolyn Keene
Q77248286,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey
Q77252121,"A School For Greybeards; or, the Mourning Bride",Hannah Cowley
Q77253201,A Tale of the Times,Jane West
Q77254164,110 People Who Are Screwing Up America,Bernard Goldberg
Q77254700,"Alcon Malanzore, a Moorish Tale",Eliza Bland Smith Erskine Norton
Q77254820,Hatching Twitter,Nick Bilton
Q77254983,"In the plex: how Google thinks, works, and shapes our lives",Steven Levy
Q77255213,Glow kids: how screen addiction is hijacking our kids - and how to break the trance,Nicholas Kardaras
Q77255754,The Filter Bubble,Eli Pariser
Q77256033,Yr hwiangerddi,Owen Morgan Edwards
Q77256876,Flame-bearers of Welsh history,Arthur Owen Vaughan
Q77257169,Early Sources of Scottish History A.D. 500 to 1286,Alan Orr Anderson
Q77259843,We Were Out of Our Minds with Joy,David Marusek
Q77260240,The Anglo-Norman Era in Scottish History,G. W. S. Barrow
Q7726502,The Clue of the Velvet Mask,Carolyn Keene
Q7726503,The Clue of the Screeching Owl,Franklin W. Dixon
Q7726504,The Clue of the Whistling Bagpipes,Carolyn Keene
Q7726505,The Clue of the New Pin,Edgar Wallace
Q7726508,The Clue of the Tapping Heels,Carolyn Keene
Q7726529,The Coachman Rat,David Henry Wilson
Q7726532,The Coal War,Upton Sinclair
Q7726554,The Cobra Event,Richard Preston
Q7726558,The Cobweb,Neal Stephenson
Q7726558,The Cobweb,George Jewsbury
Q7726559,The Cobra King of Kathmandu,Philip Kerr
Q7726563,The Cockatoos,Patrick White
Q7726592,The Code of the Harpers,Ed Greenwood
Q7726610,The Coffee Trader,David Liss
Q7726614,The Coffin Quilt,Ann Rinaldi
Q7726627,The Cold Cash War,Robert Asprin
Q7726640,The Cold and the Dark: The World after Nuclear War,Carl Sagan
Q7726643,The Coldest Winter: America and the Korean War,David Halberstam
Q7726644,The Coldest Winter Ever,Sister Souljah
Q7726652,The Collapse of Chaos,Ian Stewart
Q7726652,The Collapse of Chaos,Jack Cohen
Q7726654,The Collapsium,Wil McCarthy
Q7726656,The Collected Books of Jack Spicer,Jack Spicer
Q7726658,The Collected Ghost Stories of M. R. James,M. R. James
Q7726661,The Collected Poems of Freddy the Pig,Walter R. Brooks
Q7726663,The Collected Short Novels of Tim Winton,Tim Winton
Q7726665,The Collected Short Stories of Dahl,Roald Dahl
Q7726667,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke
Q7726672,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter
Q7726674,The Collected Stories of Vernor Vinge,Vernor Vinge
Q7726743,The Collector's Wife,Mitra Phukan
Q7726745,The Collector Collector,Tibor Fischer
Q7726803,The Colonel's Dream,Charles Chesnutt
Q7726827,The Colony of Lies,Colin Brake
Q7726830,The Color Kittens,Margaret Wise Brown
Q7726839,The Color of Crime,Katheryn Russell-Brown
Q7726841,The Color of Distance,Amy Thomson
Q7726844,The Color of Her Panties,Piers Anthony
Q7726845,The Color of Light,William Goldman
Q7726848,The Color of My Words,Lynn Joseph
Q7726850,The Color of Truth,Kai Bird
Q7726851,The Color of Water,James McBride
Q7726863,The Colossus Crisis,Katherine Roberts
Q7726865,The Colossus of Maroussi,Henry Miller
Q7726866,The Colossus and Other Poems,Sylvia Plath
Q7726867,The Colossus of Rhodes,Caroline Lawrence
Q7726868,The Colour,Rose Tremain
Q7726876,The Colour of a Dog Running Away,Richard Gwyn
Q7726878,The Colours of Animals,Edward Bagnall Poulton
Q7726898,The Coma,Alex Garland
Q7726931,The Comedy Writer,Peter Farrelly
Q7726939,The Comfort of Saturdays,Alexander McCall Smith
Q7726941,The Comforters,Muriel Spark
Q7726954,The Coming Global Superstorm,Whitley Strieber
Q7726955,The Coming China Wars,Peter Navarro
Q7726956,The Coming Generational Storm,Laurence Kotlikoff
Q7726956,The Coming Generational Storm,Scott Burns
Q7726957,The Coming Jobs War,Jim Clifton
Q7726958,The Coming Storm,Paul Russell
Q7726959,The Coming Victory of Democracy,Thomas Mann
Q7726960,The Coming of Bill,P. G. Wodehouse
Q7726964,The Coming of Conan,Robert E. Howard
Q7726967,The Coming of the King,Nikolai Tolstoy
Q7726976,The Commanding Self,Idries Shah
Q7726982,The Commissar Vanishes,David King
Q7726990,"The Commitment: Love, Sex, Marriage, and My Family",Dan Savage
Q7726991,The Commitment Engine: Making Work Worth It,John Jantsch
